epoch,train_loss,train_acc,lr,val_loss,val_acc
0,0.02569909717777144,0.9919999837875366,0.0,0.03831636689137667,0.9876999855041504
1,0.030263250993596294,0.9902666807174683,0.001,0.040891249827109274,0.9873999953269958
2,0.028680681677187903,0.9905333518981934,0.001,0.038108232663944364,0.9872000217437744
3,0.02614981061542186,0.9916166663169861,0.001,0.037662325473502276,0.9871000051498413
